degree, numerator, denominator exponent
197, 3319479461890493189958718658898415696373622673017572691100488979166235570794262235647545394239006399292104148186713,389
198, 32673007272783609918163525606881213,124
199, 206825636515349498118165511236505388765350535432647904666767851192963667375317958178362755727915832514607805713703,392
200, 75021,26
201, 265163782480828365954909113941531722337396031960555873557645436873734750949252074340848747471457515700086860650430997,397
202, 2571131267553702133286257873167369827,132
203, 4181474699699102238093771278882500439379187341768929528617881190231602657804196486282732450740248894736933636506944105,400
204, 88744689294373,56
205, 65212979579868633747284975476688074663451042459736735025208421034467624382886181206334464544342966211140527640914369445,404
206, 10088080633090801167147815907443054085,135
207, -700563570543063075901508770234354232055757770056079618668822866680537551672460299952326515407906357221036284889957554225,407
208, 0,0
209, 4988674645472293997597666571335688304411533422901474181090077515780993939835162429011266439049333223540870899087767360001,413
210, -96148478989810853676837101388324191995,136
211, 154009766210824012213644026520359264159414509600150531587763894050219654801382626076177487184725518432933807298145886983433,416
212, 11664029448139,53
213, -2376928415030471098730545801227595420348084256424589767570357590344516242820768119138160082771000307937414385278480466340933,420
214, -453911138266393894041623809540053731067,139
215, 22796075980329151260806052443846300985205028352514178975099828406046648918530796241718178670084617652917863630438543259567293,423
216, 95,18
217, 597458976546618169165208346492724023270576621159605431199741898622147686229189337230361842721692799050195141820278536563972029,428
218, 38263610097641949385653586051989504170185,143
219, 12578537983255663134958714015190855893582801370359451042685542728296762532889856690231065655232963947856360263423387982811896953,431
220, 702627255827523,59
221, 222842514927893624401008473760401940727953304270620148051925589509081351841499448026207945532486619029620528763733572731939861561,435
222, 1183552767345778756180544534672159394025,141
223, -1086223248305368176707001757212713537428878246967860655217229367294049468524746635625506107372790967631401264041003144794769624845,438
224, 0,0
225, 25684372791632686218145522491821639510260954359066497423470588390227579731905333759649575879680523229796014609484148524249503126319,445
226, -70585255561585947160197879113337364880879,147
227, 399458723579722499191712892799998211698273678197127593943972170100713085865007876683727819622369687526923068050134823664310750299519,448
228, 24286293473956659,65
229, -6702752102589075312780125462564336455024694450350424566642938893207978194310292750645487607312878597450685771368015983998482100825383,452
230, -640185598702271251792065252716770151183223,150
231, 34353056679690673517303418909113983229814532545898314259582362435377251993982773845538232194436606565690049502798770680401434379422071,455
232, 518431,29
233, 5416544002892513473695728616384640845013590583383099509615911557911543599908847425318221615390227006116179399824272380863404356286467457,460
234, 3194759213084569066598233628741427170380285,151
235, 11458988377751892260061019779686819148311317373329259346396056253654444246147639999754140422452689917770504075759094478072214470698111445,463
236, 7391768946430127,63
237, -735746741930418035111484341832345532523192066294028586992957241056457027212277296199174213220765603186970827748926610450221864932604543383,467
238, -59013608848664191290726847853733040581975183,154
239, 2034263016360738890687425457110213442240483892407493537462566337873283192900776375627234040650349713799764025570608413910833931828751130347,470
240, 0,0
241, -105124992992761393517570937066171371542460511582296619671646040545956931701453684230119241342753410420963150696323926805636742319081660464785,476
242, 842890133522119420274887662587099385403840477,159
243, -204247238763865160628899204638786070997215938244596335116887656295039868586724842448189863969324852821546162167548847848264653695343629796329,479
244, -8332786035453725,62
245, -13546131315296523748352958521223340006813573562784487387296323408279740402268534017685682443821698161377912123823972470836324917616400103714819,483
246, 233477943078840220646724434129525322473208173,157
247, 223503708447168535845862104915420643889952324340801417692219777596867123296292127331429875734724661412361018968140262283663857446502346246954843,486
248, 24654679,34
249, 13533826122727213809872996732000316878797891522934227999511034330588046119729136333378209833373641790129053419701012567164067029928752194268673447,491
250, 15136439246015412833431172484630961492681302621,163
251, 40540649043359200655961777615075141345202389111668733565735737078494290501382035083391711184837154557750774405650420440933971510292220392095094347,494
252, 34489033609903997,66
253, 1337628363786604603043358331504772142216888980928083103351734532297917502618551148330544441132284494679849963735266834086669139312718593093866105923,498
254, 203255101734438225292913551751295280527889676951,166
255, 10169389285426306681052856048482025677731086994475382382460343637694602576763662154583378903279324045578216589962135870495648508297080137955833825233,501
256, 1,8
257, 15269261247867004788973089895838261982714593719047214478149459878694597407179662321285606878221999130996669725576539602093330943144732500797723754713123,511
258, 1622008709670093705611791143636703832181052295,167
259, 88300391998224116456852781523962793794806794473181258484801653803826618028962518058996527085379620958253074203421404743619214816897168750527592085349283,514
260, 10688948148487427125,73
261, 981125114940382444129265734805070370793457856399265048825341004405214237551438710411462847902833748510380045800935386247359232215491832120284044992563277,518
262, 3395675016681368306688660376102246507664671944023,170
263, 16945928120602644930984415641129312811682361922638555722962465236856257823420954156677087850366267469114453830986959770120964637134376258244292140182678867,521
264, 32144899,35
265, 111488012750940641273560201260293831410688085853758664606459440186109673070404448866402337093517515889767261201960171725973441313014172368699411431873716369,526
266, 25416758941059866493102049134034085060238108913897,174
267, -543230424301580412755154384392075667035432341094475684820004886641352724734284356901152482369098066361601106280393758321821360475258353182397573359093616779,529
268, 1106590923186915011,73
269, 12749694174139680242752342164554772620207484902532779108691831573084950754951132814121575778433719605023053744914912619449572988537518024975347907335258629265,533
270, 353447410313434553930150302479217576614394458049,168
271, 502987505871731902238869214804978902793857124109413373572662446941303864951101707443645438326939191534675641289774204860393697593003992194877823345194590616755,536
272, 0,0
273, -2059201886593797381918898756067807203978649638633339369131551828111411830909137276323803750232451565064919470840092582758922255669143051738576881801798610417431,542
274, 347172763402924793016264355591998985278135862748625,178
275, -64649278980169121392652753363024877898817444989342737656064690721097674445181868694515176620014757859293681408628411846294858137349092223260745134177717420487727,545
276, 29026019180152649953,76
277, 3657510141086745636703383771028720308833120483764402553999156471676099366350397981381607951392468207498670995512783203005635305652189670066270792349708551991338083,549
278, 3740964468621545013616965955938186483596154490159701,181
279, -2482643828057615217734571136068681431656006248107206555404617888322780004801894990794292250303195943619634176909183241337246088743784876674517051490032198928296907,552
280, 84151247,36
281, 856071738616459666551015972420426664178801319382658326403212128379374743044823891335975978246675670698167192011955784615811192370970524146876011084775045604441311549,557
282, -317360790942520402946056067736099043387844809197191,182
283, 5805417185762975226883990775712551213656268625905781836085325291625349324116251249970438434338804608576539535909780023373543703785659485042451739171236876255439824409,560
284, 2883123553808782331913,80
285, 41588422958488227854868873431102987135896313600238857455791152892878077656727985512455411198569817012411523339658073860742923657924273962802238070540285707929749058089,564
286, 57974609271472100169257415384787249269473772014140541,185
287, 658331573157379320593919176013808376491640343444241988048536811772787539167437245793084300324137868322788032262803361112116550965539531599961402333977077575702546180323,567
288, 0,0
289, 1406598967916024563338480856044725805686598825438047565438425798044631818485183272381923620888546350882822476701612298509811586155655461784382474018455099027559846134737,574
290, 2287098208312515877104126511179900650343287854202114279,191
291, 329982876035034905227315090829133207771037758749884319860535632720450919779090679702051000457137807640224432442384334154018203854039383175378931040964857042316358147008801,577
292, 1751464375440792673085,81
293, 5794602390725784389385704774571755447419530368329043588764728287656408271902921716391239294347838525000631178970420906799429350981675439960073028658909256339044884192639575,581
294, 42810300912215183499117766652626005372411763944518839,188
295, 20177978142166539976396734502892746135900887235651081807762664860226005274847856683171290131850496234762223725171865140757409100835462997574357792989088218167963101375194809,584
296, 15106121,34
297, -255267892199333746648391170234837821418322809448619449049309810228748307935706231896547857955148796867711829023478195321910410153278656704100368176232103799659706200453833353,589
298, 14286289842137031659744537110974805119605208415146211495,195
299, 8766310690932853793766992691937348331592585386743196213038336303108466665865826878377979018901256383322591164736397280177278118763629032358130748818613187298749466974613284579,592
300, -4132850536984889232171,82
301, 153519064234537624546321714589179939501120131798037923677184333712114409246097345120554672253250092595528395051750969714794937215904871865523175636429634726002950706884945269791,596
302, 386422031363197580913280568398595904879955174913349923305,198
303, -1768806492057303716768073750395241141036822986633591473514940032763790066061436360023371339503155944432610779029947160618402391804084626776377861810054125484668900568597617664371,599
304, 0,0
305, 71594653705265021939213906355735106048757358958422977317540404104388471973699782787602130971700675799956192799197948658806736501669557775068735489866174138436612401714081625053341,605
306, -398050637769652735303186429879158067838344829970021237975,199
307, -3186795711959563886972697678573880866449784107401219792369127250648480650515676882055848372185889917448242404821106240194621095763264400191423179393682458164694073880558113077963,608
308, 3830912667376375040823,82
309, 1896522433403279367862073475030903648262291516477480519161436494200553622895789845574154233784087807830353491185132624205887933326286934097662756070811633365883364932537685989967831,612
310, 429337874048633288768365101515084690670264401927111463721,202
311, 192561927088389502010581892549538850103117568004054431140197905254238521003363104687339433173480618785203412734145952748489816122920159070558784724802236919905357666697107103679667089,615
312, 14750153,34
313, 1500201604323363140415144777811884883596525827182996804745289837638158077802819058715552851339984289486476611303778771356198050012524103769483973399546468639947700426411581360340726941,620
314, 152804303575829967372598929119005356775688822605090468353833,206
315, 35121905589072017859920057775545608984308199260860118288385475758852596343215591926409282795757552820173272553437589509679188894940561110296197259413999752771224865287584900486700536841,623
316, 579655202411184659166535,88
317, 1324581244471607544387315468749028071841774310826551322124074883473549277000539377643776674149533654759766944393962285714577005096055751576594817935814526257352323627871217775099182936705,627
318, 37035519645886142238491071534486426848827466010769813097219,204
319, 7781555492249518129157922014439581976969721768167760407050644114988874579131388660799786291887806494084626061315195110249922354730085805739520161416618160868604904787117053251116108116347,630
320, 0,0
321, -86119212648275664704346673794318578003278091191524079245484810427017300754206867543765541072178409778421411571656336480035971893565526958668532472822367178826790459823481241676908820673779,638
322, 1507745127050306181209914455306338567734323759658816789779825,210
323, 1780488762166395663800401624271026386211190398489039998339177247768675498063276133472654165669190464136494574766675827835425374441747932611289292496309309540216921391834120531289413362541741,641
324, 224118675399515608591969,88
325, 125929929541972259390543854041227100868318810153048097282613868544972720577858969224715444194175144572650824456587542207120121632786591771365997821977075630914838264388048440410142347310424051,645
326, 8550116035268433405467265139198373555174454053312591820971553,213
327, -422721674390092222848061050260548035718770521107416943783569527148225466997744592935133638659137921194065380623439083639437891876610504328929319907317595634228757887329957262174608395854789043,648
328, -47790735,38
329, 21972000501921043172835046128129660974651896338971953454231002294899640886577876528280925169733802084230325020216512557703948531351592287253490310721109842211862817921967624341555860083939006039,653
330, -7153960041656905068442906020225271254984621321774294462762091,214
331, 320667126115032814164547188967795539577362949557938038206832961876834852467566890703200565975570813646113788465751203494382361226122343183538738520731540609847090030879530235982622269668037769331,656
332, 3122660136783340703537333,91
333, 1441713323543821258625574675534212556792833138230434505603293009364921520725782393223750833978589999661386862190299871141603486621316467575079893507303364883865707505342051050306594142623066885159,660
334, 21047566181013287206970295398099369777792869099269386743999305,217
335, -37641641292900443791292762644816793753174702860456066254847737031857279155255587952206835668606884111131957133435390774999027941397452885555176936477359711729089466736138964325029355646121453497643,663
336, 0,0
337, 444024922183551172722038723551694710017902062344413247818341803144529874641723774186007699640589661979037751146507708186872177589613236147529143039312465704786674301627480858438783863427322379081251,669
338, -1280604017836159402420264681822599762543063953973827725300201313,222
339, 17495661054510467423290538160258243494706777803031887826266451717425314295788358708774391560355388279296986134991028006079437401345318339493471430625162552617367170484766388630458563719561142108446203,672
340, 19674523277602284509120479,96
341, -100227501968239882308546019016785681880610671936256184431257050648348058019203753692120943939450260593552821979526728820770096067469178456037035241318591987039884230418056165647421212930555705395368271,676
342, 205101022460601152057955664918638686966972789339196691505631761,220
343, 2252720286223782889366589746546655104406534631398149467936770341599437623776606326839302514367842339601707056000371552944449439003463942345527376224095265729987762821060519949957302471762813063048435703,679
344, 3749774529,42
345, 81637409621625922639884946384285288255217919411799732719800612926942015853222627913840514252842791555005086020477079879803173610516727904254856697516144324314617216669759255380849478512624996682669491239,684
346, 244817706498020309466354458305096307818895725302674092332849695455,226
347, 890051262420546693066088812999541713484745470249152268938389936224636949343570407949530401300320158950882848777024007221262876980741886746476324575748269655057985894964321420299104620957051245462174404699,687
348, 5270558383499322026837753,93
349, 7215355715327693407181027152045717558330002305488955132051681283323689650057298245058789688549442395820980077485899035423923226368542288889169518439209572150727017582808411421119256667822431227545132715387,691
350, -297940096518258547780072508131336252886117317432483933701689194139,229
351, -57304240049246786926537080736578130862589957764270514658596265114700409283966781825190190703642073991716091855621831222522444601936699505942168959040610868594944201166817493573482336694294863014839276129399,694
352, 0,0
353, 2414487413632303423427918945909202363217765678910458933140654325069566945783840160710596907158649761491744269010073182983232722862879069038078326060162251217500062004615861861318700034193671275094047717781025,701
354, 202495949057961970465091859009819982053021385584619836297454135733,230
355, 4762993171987886324141557958750582891538929880710200361964789066670679752592627327816686871369856929380456552502647448984372669676026397029366605673711037255342282295796003601615711361047557282947856621891089,704
356, -11715041590869082629576677,97
357, -460143149621236322444522756453954671022638694383085999301387948674007730795263346590726886550408945180028513147258706861157598899258364956718540698426735471408469533178560967793465154048961392282594707156811337,708
358, -973622669683425485261732947353366211681776477116742974294201554331,233
359, 4455359039684154611444413240995995128036351886345245877948835661291783042071732527220899763061550769808265883136799554709901361687819281877758535260953749528476887158212743044596498140535277154410893489923560377,711
360, 3041940587,43
361, 256468707834694957731247349420475799121393004084907515270947223935791676201588997701784533417169495135069650717503653082110868957125261187190284247947421399834645431720798030282621599722343643768618999445529684383,716
362, 108513528205176526980351418977292035944454868802907442915062919376087,237
363, -437993587528867687801363095086515253257789988649227632338310318901940017733372643659277586974216184166838449849190073849842932608661498717992616911488712088551547642826369909091946760575995589910129826542302732661,719
364, 8577281487661152607181391,98
365, -40907222152489536079876581368713011047767335172757642245783818733549037791676806958307913155638073236697987981294204792470487096442129210936381524618241030999841298555692376510336512224783347739308439905261939385257,723
366, -25250634686212122952540879400291904962808113530269936356323103772065,234
367, 83155414227209689218117972406477114029466450129958332270199268333909522809738421335417695484869829662487317900920696880995138688858077935044077207058478443244799976592088143376356598195524919161899539038866986957845,726
368, 0,0
369, -3693967047634015954009907224690382612605975402926216997276364778154982434111985782534836697216143428430431176767490257227003063020784975843818599359877380408683942587789764126948004019924535960290974327622219668884647,732
370, 737667683360740227219377286045848351767506154500760294807526703493231,241
371, -32350489573605101355081428589777131055895354476626482789976924498291084026318282832678766193776246318022408612538610687917972553476380944202381955464067454809940734646278972884539105565023852504530799449846743208520015,735
372, -11769712489317276652341545375,104
373, 1900162008058871295809176763607858207649949675194685879228700990060355223588074737709698691412940756928613353081039617421356760689987491364199568720941247630443583537836174434535461521274057915593846785611854739814454587,739
374, 36718973174401988156259043368466774250225407013441617339234086503794419,244
375, 15634563460307615608968211357165152557472665394372492702251538492625685493857713218533028409710948220726445001884627203517465814429545617736032670224002400430250471618727054349546846070326632242938741000663478124990709101,742
376, 1618670062589,50
377, 1062751927766244796986811053446053660152952873882367423705110880782687013252100581636858358400792638769811844638095499345479916502186306957318211109026010149689205642176635019316308895709267048120996353195710874105651577041,747
378, 16371391878370841870056584268048101044362696089110459613723169185717903,245
379, 7515617494679810528091616413245352472224015680688662573742681357485778747307169440243643052359441851223971579450217122699542077962918359914377909727397257678587760668499481297038612424028853355295727394732663686093189170573,750
380, 413304491787128297208222629,98
381, 41272495923401660904558263684539163327864587151200783769350911142339182634686822741441364357418974939960514476544881064296894256613184210993660193765074287007150624522686839498919518784731048667989663151082600667418337897589,754
382, 844910472902884959312597894549411157164476497675793178355141281862517003,248
383, 1274911222918047289576246745764027265393100692885992585478190285941192297045568318208212710149724427954325041591781329216898784818059591473929594301520124725533907035778827431062580823185896510201974336136886796393611924108759,757
384, 0,0
385, 97016962205848452503623703202708597309352854444480361937358428948642452536387230396971351506102420268968853307583361211834795938782947553042706036068346864428475720788894167458100148953116208735508772832826423131417261043475527,766
386, 59836682791744438677951365948001663535412655037208298967994423972197049507,256
387, -771990872170948128195994773666334591718212703783531246049087061324011515867548383410774672156152829333181452452868109816327449139598795606643936841705061983687716336346192891213919473231818036047649256086370207687419388152827769,769
388, 68680115926622113059086953521,107
389, 71126781451110936020392994626279337619381201039944069274302569188764967769671160774520951879956098823015537900846974884481685831677934823429632267248346658172818923577992771608875623955555098824553075985726886996452681007452132873,773
390, 1183522783075354565157110654248108261344723393921713027256277054921645989,251
391, 29211428874352755995101685240519730689704514069443065567369063289066125983494945887136035314234026641707960292915392357620916823757087253926226268760189781400633203799263905892020573917379494220065509872253094389207835428079690327,776
392, 1046208923153,51
393, -2128726022033958799347186872601438544768816725984168557390776311295081759193259165176852508430480683101343682602093964742082141497104417194926982783857520783840103045547557497672094446249193183147386299821579143177095346942893483155,781
394, 727945235799665179586060121798925557321715171767976351019561485282920052643,260
395, 36935287828936469746807047528355434985983969461679286516787490290852631981195368870847666275338560664542420801105216695676284776671936448333638745322666349344462227729317129969703885931987688222299020042722251392596117386187308567425,784
396, -414635590076491000491007907973,111
397, 1188993972664344797624663735134726472674555195912767768511078553329806491125444516257146707198072301876019636173561390529166191236567484163774382431673938447798495939404678515202156865640081548876087638680614855381849221965336284845901,788
398, 3027950187283722095139780047836313168961316332244948747691057442016482654741,263
399, -8605855343058599687380898541508719198115198912456751055993786524601747649739001020720377852508877759770976120940736219329415089609946571783625623098556656491442694044537387866314005198704222873099959214625697806211938962984584305033433,791
400, 0,0
401, 120693891886293821690190795747634576393190443201940339688216722719117259300623377693095956893941217938039816433437319751533392911515649362347924138788799067467464926723441901886123562316265639898596785351482018373739403220704491337475869,797
402, -9206709119546624938456931921027934631244618979383679786823178584278614738411,264
403, 2094825956363615515910787033399579396559604604295077834454925320157521740470527873157061203657752833296091088342930796808606558001473263053124494162695580116098368746457470003203768483735466952535667880192757987262673970168176617587811941,800
404, 6583873698515933163837385944395,112
405, 36744532446560254543472628901104114876619345548104184994849911081182196283670168389741684898598937055913236227032836627617285551480609377728708462712265282946871082346719512975731411156683588954301388799283254503921586972886468298172383231,804
406, 44228887069204623893129777991391890064255150226615879851990165335354967911061,267
407, 1057470696104136555370006756355779533876828755973804899597487887109658765402552543609385854722994834628741041557234166027391158350103964724326633250177799493025800311622226933368380142125373811483499979506074997972441779678011948159351795257,807
408, 3554325952879,52
409, 20626799048441810548769356292087109109232450823971813884969913266048307984666318392747526353964590352766459181741692753912300547024303992969992923535806067414263993241180428080480991412122798216560543911010062675010683446654561341583365960625,812
410, 4509169622183368594630707975639550597975046296891634549721736573604387200365745,271
411, 172366793402087582775374980873781112077487907414229317551104684617824629923543594257366728514813479135339761170502565527995102513343240226501476258162388873588961069253827125237167873429688006989178706620986225646601188974257305182829117647677,815
412, 3470168406264674950974698426811,113
413, 1233133855331340784936430686645728125958261639179830118730160330360718120194497456939783958891332671779965744020359744695779704746421419046191046099590326713402772037873932734044837993702550538650452873964989564258569581367694299239651139759277,819
414, -66132069352182386216416041537452727535170502903248459659079594225363565669227,269
415, -16988860114544021202649668932695278096565281761081389993704703370916401426241546436337485243235024895592857639623377360846307838342492304745035158149014123260688001391371940640969964421150910700126436110585663394887345505673526413554621568106673,822
416, 0,0
417, 420555248822561154236681162804259483177479940249807221321452675977777894492704573024647322231476233523387817967657843219641045588460737632472175426247557562577345822834570727328680472180013311445621932421957275019018769438541177472543004365649425,829
418, -4324391348773128651994274377265987129905057660148579163645352606838451491644359,275
419, 12547072125028871764148027416770017669293738996912778863782458618365340291329559332457450952440679011788912525118847581599998890583898544040035579624224595841288419932294300519168507500475937662965317865606538166868154873016113712101034667072616097,832
420, 525500422744791640311450957155,113
421, -120920234400016551661970487671457927913592926291701473538083081272259719066803952888191307854672703889791816760328253377805253925367782278579933677563653935224545691567766589044215096998780097592193284082909408164220547024205021543568597891328403337,836
422, 107480388334266288748566471463526022627232208851770122702677626311756964568132065,278
423, 929353619126514322814209399493242038239332940978600744531224619763086956045620205236347913413835153603524748968379215335390814626825811361824209032216605646125605967823528972637352817826835142698802511422554662035271279051068366023797149611403801433,839
424, 9913754995793,55
425, 33519009991330580428160429571403398939882740016448463636277571165529727245506308279734376852710121612801419144142507051497733138806171654552542168539799673382988462328009896359357323343488204843167221627483717171418312290531841188911604834575969073831,844
426, -91086990394888372938363341682751039431994796109358119774274184763231830977214731,279
427, -279315015054470484542917985962392436711077862784974864950739199424067387398455760969532967289334202849657214978083802968574505540664794243169880165542830417252270297696776136672042371224108522306703823732900624191008453532831731948078147918684653735277,847
428, -25319595118081901956471030569219,119
429, -7493578030237311419894839068625316683751773738232363142261693125246576326619569566483028039952723409738977760396787785417823030262894463813182657010717399042478407926634018684540054480605677420659327195160768292049560045494966221541889713229967763278993,851
430, -5227230975175676296484065651456634538077105702979507168154784073388460462715256183,282
431, 26506843629468647287715443132486791529051339780521663012947819715494654329172411097183208449705221636782005117481378154252809400142947766698411339342928512277178391676468166627455666667182931453879023872151958602809312164044254438503532551651252660322877,854
432, 0,0
433, -1481962696944133789712812398784873802500914633008304958152864854499171895080080538847750423578301410327358953840328134256367942539863990558883340669659084115333783918574876763981910027711856982085851635098759349315569808640761766001140413904001677464084971,860
434, 78349245689844388556324147457832662208452422681659109064470109756335738035269722817,287
435, 19923331059186520119316638177654032262643106083476736846089529027513987143079262617565746408602957314894914560319035181726927922080936923390402986500812278661388874132393238142395299373841791238426707036085690736430182243100309098482297798602884397945799469,863
436, 87335310175991164634903816070593,118
437, 512183915999575737334571960892006214031452605603390251619792060575242488178375537442918516483147293376724395677114966878946000686764217884490229552859149879358412679872682135544369602576935389708549035027587332047136782085454284290526312215985778533129611039,867
438, 70661582376104713878855059960729589280572842804660362082932415596099586028960167293,285
